src:port,sep,dst:port,inframes,inbytes,outframes,outbytes,totalframes,totalbytes,relstart,duration
153.189.34.81:47890,<->,241.228.129.126:6881,0,0,1,293,1,293,1.149501000,0.0000
144.75.218.233:35132,<->,8.222.218.204:domain,1,122,0,0,1,122,1.149259000,0.0000
129.13.225.151:62295,<->,132.43.156.54:domain,1,351,0,0,1,351,1.149008000,0.0000
199.39.73.116:58623,<->,92.27.27.145:55513,0,0,1,52,1,52,1.148942000,0.0000
92.27.27.182:57367,<->,193.23.0.8:31597,1,52,0,0,1,52,1.148791000,0.0000
39.28.34.214:28503,<->,196.120.85.20:domain,1,80,0,0,1,80,1.148714000,0.0000
144.75.218.246:13266,<->,8.222.218.199:domain,1,121,0,0,1,121,1.148531000,0.0000
144.69.101.196:28296,<->,159.69.187.24:domain,0,0,1,80,1,80,1.148516000,0.0000
39.9.31.78:12637,<->,121.92.106.82:domain,1,86,0,0,1,86,1.148088000,0.0000
196.148.133.194:20740,<->,123.86.109.137:10158,1,321,0,0,1,321,1.147760000,0.0000
99.75.149.54:25410,<->,113.174.26.210:6881,1,133,0,0,1,133,1.147577000,0.0000
144.75.218.235:11354,<->,8.222.218.204:domain,1,114,0,0,1,114,1.147330000,0.0000
48.131.157.46:36348,<->,8.176.8.84:domain,0,0,1,89,1,89,1.146656000,0.0000
144.75.218.233:63645,<->,138.127.230.149:domain,1,366,0,0,1,366,1.146384000,0.0000
144.75.218.246:41038,<->,8.222.218.204:domain,1,123,0,0,1,123,1.146285000,0.0000
144.75.218.241:26288,<->,120.155.84.97:domain,1,145,0,0,1,145,1.146234000,0.0000
:::31663,<->,:::domain,1,119,0,0,1,119,1.145466000,0.0000
136.25.188.35:54111,<->,98.28.95.54:domain,1,111,0,0,1,111,1.145230000,0.0000
117.91.158.107:59213,<->,247.136.254.102:15367,0,0,1,52,1,52,1.145160000,0.0000
144.75.218.246:18818,<->,8.222.218.197:domain,1,119,0,0,1,119,1.145111000,0.0000
124.80.226.111:43984,<->,100.92.42.66:19159,0,0,1,321,1,321,1.145089000,0.0000
8.219.186.186:45113,<->,138.23.198.132:domain,0,0,1,90,1,90,1.144984000,0.0000
144.75.218.237:58407,<->,8.222.218.207:domain,1,151,0,0,1,151,1.144835000,0.0000
48.131.157.46:52164,<->,215.158.239.220:domain,0,0,1,90,1,90,1.144338000,0.0000
144.75.218.241:enc-tunnel,<->,8.222.218.207:domain,1,122,0,0,1,122,1.144083000,0.0000
144.75.218.235:11997,<->,8.222.218.204:domain,1,122,0,0,1,122,1.143881000,0.0000
21.15.226.126:55104,<->,20.193.30.220:netbios-ns,0,0,1,82,1,82,1.143612000,0.0000
56.61.99.23:28373,<->,97.68.226.205:domain,0,0,1,86,1,86,1.143605000,0.0000
146.217.134.27:53419,<->,101.224.169.159:27015,0,0,1,57,1,57,1.143091000,0.0000
99.73.166.232:14485,<->,122.9.235.166:6a44,1,52,0,0,1,52,1.143034000,0.0000
21.15.226.126:55104,<->,20.193.30.218:netbios-ns,0,0,1,82,1,82,1.142830000,0.0000
144.75.218.237:19670,<->,132.200.124.228:domain,1,460,0,0,1,460,1.142493000,0.0000
144.76.43.246:18210,<->,80.56.78.128:domain,0,0,1,107,1,107,1.142330000,0.0000
80.41.12.225:61072,<->,38.136.169.74:29498,1,52,0,0,1,52,1.140508000,0.0000
220.80.150.62:42406,<->,119.230.159.219:19915,1,133,0,0,1,133,1.140484000,0.0000
89.181.75.64:53811,<->,74.249.239.112:22709,1,293,0,0,1,293,1.140474000,0.0000
105.140.209.76:44461,<->,20.143.42.40:30233,0,0,1,52,1,52,1.140358000,0.0000
144.75.218.235:18843,<->,243.48.23.128:domain,1,152,0,0,1,152,1.140358000,0.0000
215.158.30.32:37790,<->,29.211.214.254:domain,0,0,1,109,1,109,1.140164000,0.0000
33.233.141.32:63108,<->,141.81.120.167:domain,1,78,0,0,1,78,1.139327000,0.0000
144.108.64.183:55660,<->,144.122.240.241:domain,0,0,1,69,1,69,1.139223000,0.0000
144.75.218.241:46222,<->,8.222.218.207:domain,1,122,0,0,1,122,1.139172000,0.0000
21.15.226.126:55104,<->,20.193.30.222:netbios-ns,0,0,1,82,1,82,1.139142000,0.0000
144.75.218.233:20398,<->,8.222.218.197:domain,1,122,0,0,1,122,1.138791000,0.0000
144.75.218.241:43444,<->,8.222.218.204:domain,1,122,0,0,1,122,1.138546000,0.0000
144.75.218.235:42817,<->,138.127.224.125:domain,1,348,0,0,1,348,1.138399000,0.0000
89.183.104.135:57600,<->,114.195.47.224:21850,1,62,0,0,1,62,1.138281000,0.0000
133.77.208.63:61632,<->,129.224.112.252:domain,0,0,1,65,1,65,1.138168000,0.0000
136.25.188.35:49603,<->,138.127.224.166:domain,1,283,0,0,1,283,1.138141000,0.0000
97.242.126.193:62884,<->,129.224.112.252:domain,0,0,1,96,1,96,1.137818000,0.0000
136.25.188.35:58665,<->,138.127.224.166:domain,1,278,0,0,1,278,1.137546000,0.0000
109.1.58.78:53030,<->,196.101.191.102:ntp,1,80,0,0,1,80,1.137470000,0.0000
21.15.226.126:55104,<->,20.193.31.250:netbios-ns,0,0,1,82,1,82,1.137391000,0.0000
136.25.188.35:55722,<->,138.127.224.166:domain,1,274,0,0,1,274,1.137377000,0.0000
8.228.214.59:62355,<->,66.194.126.28:28939,1,52,0,0,1,52,1.137181000,0.0000
144.75.218.241:63827,<->,143.204.138.236:domain,1,177,0,0,1,177,1.137043000,0.0000
101.224.89.128:19264,<->,111.20.172.70:domain,1,145,0,0,1,145,1.136867000,0.0000
0.200.50.50:34233,<->,20.13.108.169:domain,0,0,1,60,1,60,1.136502000,0.0000
144.75.218.246:9977,<->,8.222.218.199:domain,1,121,0,0,1,121,1.136248000,0.0000
202.222.96.52:27350,<->,8.238.168.0:13843,0,0,1,133,1,133,1.136034000,0.0000
136.25.188.35:45442,<->,138.127.224.166:domain,1,284,0,0,1,284,1.135943000,0.0000
110.6.236.172:26213,<->,192.67.150.206:6882,0,0,1,52,1,52,1.135817000,0.0000
136.25.188.35:50579,<->,138.127.224.166:domain,1,304,0,0,1,304,1.135687000,0.0000
147.49.3.183:64000,<->,39.243.208.129:37970,0,0,1,52,1,52,1.135104000,0.0000
92.27.219.49:64509,<->,127.255.80.157:44470,1,52,0,0,1,52,1.134933000,0.0000
136.25.188.35:58883,<->,138.127.224.166:domain,1,270,0,0,1,270,1.134866000,0.0000
21.15.226.126:55104,<->,20.193.31.229:netbios-ns,0,0,1,82,1,82,1.134859000,0.0000
136.25.188.35:55425,<->,138.127.224.166:domain,1,287,0,0,1,287,1.134743000,0.0000
92.162.219.51:51066,<->,129.224.112.252:domain,0,0,1,90,1,90,1.134683000,0.0000
17.142.246.251:ms-cluster-net,<->,109.222.250.16:domain,0,0,1,72,1,72,1.134108000,0.0000
8.252.222.54:35288,<->,192.171.13.190:domain,1,138,0,0,1,138,1.134101000,0.0000
80.42.156.128:62348,<->,149.151.71.253:53276,1,135,0,0,1,135,1.133973000,0.0000
247.136.234.205:52409,<->,75.95.145.227:hpss-ndapi,1,84,0,0,1,84,1.133891000,0.0000
136.25.188.29:60471,<->,138.127.224.104:domain,1,286,0,0,1,286,1.133424000,0.0000
144.75.218.233:12626,<->,8.222.218.204:domain,1,153,0,0,1,153,1.133421000,0.0000
97.242.126.193:19710,<->,129.224.112.252:domain,0,0,1,75,1,75,1.133096000,0.0000
144.75.218.241:14777,<->,138.127.224.185:domain,1,366,0,0,1,366,1.133089000,0.0000
102.51.208.201:63906,<->,144.76.46.38:domain,1,323,0,0,1,323,1.133063000,0.0000
144.75.218.237:28918,<->,138.127.225.148:domain,1,366,0,0,1,366,1.132978000,0.0000
144.93.125.49:45297,<->,144.93.121.10:32825,0,0,1,104,1,104,1.132792000,0.0000
144.75.218.242:59954,<->,8.222.218.196:domain,1,111,0,0,1,111,1.132558000,0.0000
121.196.222.187:23159,<->,192.64.229.25:14743,0,0,1,99,1,99,1.132425000,0.0000
136.25.188.35:61947,<->,138.127.224.166:domain,1,268,0,0,1,268,1.132335000,0.0000
136.25.188.35:45592,<->,138.127.224.166:domain,1,284,0,0,1,284,1.132240000,0.0000
144.75.218.235:synchronet-upd,<->,138.127.225.222:domain,1,366,0,0,1,366,1.132085000,0.0000
136.25.188.105:63006,<->,143.194.53.201:domain,1,286,0,0,1,286,1.131852000,0.0000
139.81.45.38:51864,<->,138.98.246.1:domain,0,0,1,116,1,116,1.131356000,0.0000
39.144.127.89:21151,<->,136.108.33.19:domain,0,0,1,77,1,77,1.131154000,0.0000
111.20.168.141:35278,<->,131.210.124.160:domain,1,203,0,0,1,203,1.131137000,0.0000
144.75.218.237:26340,<->,120.155.84.97:domain,1,121,0,0,1,121,1.130627000,0.0000
97.126.117.98:51144,<->,129.197.127.35:domain,1,170,0,0,1,170,1.130039000,0.0000
20.103.184.243:27793,<->,195.69.125.104:domain,1,66,0,0,1,66,1.130015000,0.0000
132.168.197.226:40799,<->,129.245.206.220:domain,1,723,0,0,1,723,1.129654000,0.0000
196.31.72.120:42151,<->,111.181.116.40:19821,0,0,1,52,1,52,1.129546000,0.0000
53.199.199.220:46777,<->,39.15.169.14:domain,0,0,1,86,1,86,1.128982000,0.0000
118.213.4.154:59447,<->,92.27.219.150:21268,0,0,1,52,1,52,1.128774000,0.0000
20.167.128.198:13246,<->,207.188.242.89:domain,1,68,0,0,1,68,1.128651000,0.0000
27.40.186.140:28410,<->,89.183.104.178:dsom-server,0,0,1,52,1,52,1.128202000,0.0000
159.28.226.233:57909,<->,132.123.40.70:domain,0,0,1,70,1,70,1.127864000,0.0000
134.161.205.169:64024,<->,92.27.27.175:19749,0,0,1,52,1,52,1.127418000,0.0000
39.231.195.68:16507,<->,57.189.17.115:domain,1,74,0,0,1,74,1.126729000,0.0000
144.75.218.246:47813,<->,8.222.218.204:domain,1,110,0,0,1,110,1.126522000,0.0000
144.75.218.242:24214,<->,8.222.218.204:domain,1,177,0,0,1,177,1.126409000,0.0000
206.195.194.146:65524,<->,220.55.123.208:domain,0,0,1,83,1,83,1.126200000,0.0000
144.75.218.246:57188,<->,8.222.218.199:domain,1,223,0,0,1,223,1.124599000,0.0000
33.233.141.120:60613,<->,111.20.172.70:domain,1,115,0,0,1,115,1.124459000,0.0000
144.75.218.237:13575,<->,8.222.218.199:domain,1,153,0,0,1,153,1.124376000,0.0000
33.233.141.49:20302,<->,111.20.172.70:domain,1,169,0,0,1,169,1.124079000,0.0000
101.224.89.134:49065,<->,111.20.172.70:domain,1,201,0,0,1,201,1.123931000,0.0000
33.233.141.91:22109,<->,111.20.172.70:domain,1,254,0,0,1,254,1.123743000,0.0000
101.224.89.128:48519,<->,111.20.172.70:domain,1,153,0,0,1,153,1.123719000,0.0000
33.233.141.93:53824,<->,111.20.172.70:domain,1,173,0,0,1,173,1.123252000,0.0000
144.75.218.242:int-rcv-cntrl,<->,8.222.218.199:domain,1,122,0,0,1,122,1.123218000,0.0000
80.42.203.252:39263,<->,66.210.105.224:7909,1,130,0,0,1,130,1.122954000,0.0000
33.233.141.19:40327,<->,53.69.112.6:domain,1,124,0,0,1,124,1.122522000,0.0000
33.233.141.0:51936,<->,111.20.172.70:domain,1,290,0,0,1,290,1.122398000,0.0000
215.158.239.102:60920,<->,78.128.203.59:domain,1,116,0,0,1,116,1.122203000,0.0000
33.233.141.49:38860,<->,111.20.172.70:domain,1,153,0,0,1,153,1.122075000,0.0000
33.233.141.28:10656,<->,111.20.172.70:domain,1,250,0,0,1,250,1.121988000,0.0000
20.20.251.226:60107,<->,126.86.170.240:domain,1,76,0,0,1,76,1.121672000,0.0000
39.138.199.229:5880,<->,57.126.7.237:domain,1,68,0,0,1,68,1.121508000,0.0000
144.75.218.241:24226,<->,8.222.218.207:domain,1,122,0,0,1,122,1.121464000,0.0000
101.224.89.134:25676,<->,111.20.172.70:domain,1,104,0,0,1,104,1.120865000,0.0000
129.236.100.166:40008,<->,129.224.112.252:domain,0,0,1,76,1,76,1.120753000,0.0000
33.233.141.33:18347,<->,111.20.172.70:domain,1,290,0,0,1,290,1.120485000,0.0000
111.20.168.154:32674,<->,111.20.172.70:domain,1,95,0,0,1,95,1.120481000,0.0000
144.75.218.242:59651,<->,138.127.225.15:domain,1,201,0,0,1,201,1.120352000,0.0000
33.233.141.93:9365,<->,111.20.172.70:domain,1,99,0,0,1,99,1.120051000,0.0000
33.233.141.120:20303,<->,111.20.172.70:domain,1,160,0,0,1,160,1.119772000,0.0000
109.1.61.116:64222,<->,104.236.121.73:54562,1,149,0,0,1,149,1.119540000,0.0000
111.20.168.4:xss-port,<->,111.20.172.70:domain,1,181,0,0,1,181,1.119388000,0.0000
111.20.168.4:50844,<->,111.20.172.70:domain,1,140,0,0,1,140,1.119365000,0.0000
33.233.141.80:57838,<->,111.20.172.70:domain,1,113,0,0,1,113,1.119264000,0.0000
33.233.141.82:39730,<->,111.20.172.70:domain,1,166,0,0,1,166,1.119250000,0.0000
33.233.141.49:35423,<->,111.20.172.70:domain,1,94,0,0,1,94,1.119064000,0.0000
33.233.141.39:nuts-bootp,<->,148.155.129.25:domain,1,170,0,0,1,170,1.119020000,0.0000
111.88.145.220:52898,<->,92.27.219.248:openvpn,0,0,1,149,1,149,1.119011000,0.0000
33.233.141.80:38184,<->,111.20.172.70:domain,1,170,0,0,1,170,1.118869000,0.0000
33.233.141.49:16812,<->,111.20.172.70:domain,1,140,0,0,1,140,1.118815000,0.0000
15.15.125.115:12553,<->,97.126.18.233:domain,0,0,1,72,1,72,1.118751000,0.0000
144.76.43.245:26499,<->,80.56.78.128:domain,0,0,1,110,1,110,1.118665000,0.0000
33.233.141.22:37546,<->,111.20.172.70:domain,1,95,0,0,1,95,1.118421000,0.0000
53.152.211.127:34312,<->,132.249.70.213:domain,0,0,1,116,1,116,1.118407000,0.0000
111.20.168.12:38861,<->,111.20.172.70:domain,1,101,0,0,1,101,1.118308000,0.0000
101.224.89.134:35139,<->,111.20.172.70:domain,1,124,0,0,1,124,1.118087000,0.0000
111.20.168.4:55005,<->,111.20.172.70:domain,1,102,0,0,1,102,1.118044000,0.0000
33.233.141.28:37537,<->,111.20.172.70:domain,1,98,0,0,1,98,1.117843000,0.0000
144.75.218.246:32566,<->,140.142.187.19:domain,1,77,0,0,1,77,1.117685000,0.0000
144.75.218.242:59562,<->,8.222.218.199:domain,1,109,0,0,1,109,1.117685000,0.0000
111.20.168.4:24384,<->,111.20.172.70:domain,1,144,0,0,1,144,1.117435000,0.0000
38.21.156.204:56633,<->,20.232.228.86:netbios-ns,0,0,1,82,1,82,1.117374000,0.0000
33.233.141.120:10871,<->,111.20.172.70:domain,1,160,0,0,1,160,1.117342000,0.0000
144.75.218.241:13354,<->,8.222.218.207:domain,1,121,0,0,1,121,1.117314000,0.0000
33.233.141.80:64478,<->,111.20.172.70:domain,1,96,0,0,1,96,1.117284000,0.0000
101.224.89.247:48688,<->,111.20.172.70:domain,1,151,0,0,1,151,1.117040000,0.0000
111.20.168.12:20418,<->,111.20.172.70:domain,1,105,0,0,1,105,1.117026000,0.0000
126.198.69.217:55645,<->,247.136.146.16:36637,0,0,1,321,1,321,1.116966000,0.0000
33.233.141.94:13113,<->,111.20.172.70:domain,1,131,0,0,1,131,1.116849000,0.0000
33.233.141.96:11570,<->,111.20.172.70:domain,1,106,0,0,1,106,1.116767000,0.0000
33.233.141.96:lm-webwatcher,<->,111.20.172.70:domain,1,105,0,0,1,105,1.116713000,0.0000
33.233.141.39:52943,<->,111.20.172.70:domain,1,290,0,0,1,290,1.116599000,0.0000
74.249.120.178:27805,<->,92.181.50.174:sgi-gcd,0,0,1,130,1,130,1.116515000,0.0000
144.75.218.242:63097,<->,8.222.218.199:domain,1,111,0,0,1,111,1.116440000,0.0000
101.224.89.128:42932,<->,111.20.172.70:domain,1,140,0,0,1,140,1.116433000,0.0000
101.224.89.128:56036,<->,111.20.172.70:domain,1,100,0,0,1,100,1.116389000,0.0000
111.20.168.4:62085,<->,111.20.172.70:domain,1,173,0,0,1,173,1.116355000,0.0000
33.233.141.120:8790,<->,111.20.172.70:domain,1,169,0,0,1,169,1.116318000,0.0000
101.224.89.248:17163,<->,111.20.172.70:domain,1,106,0,0,1,106,1.116294000,0.0000
111.20.168.12:12870,<->,111.20.172.70:domain,1,144,0,0,1,144,1.116286000,0.0000
33.233.141.63:40003,<->,111.20.172.70:domain,1,103,0,0,1,103,1.116274000,0.0000
99.75.183.47:19180,<->,194.223.51.91:6881,1,97,0,0,1,97,1.116214000,0.0000
33.233.141.22:24724,<->,111.20.172.70:domain,1,103,0,0,1,103,1.116109000,0.0000
101.224.89.131:14538,<->,111.20.172.70:domain,1,104,0,0,1,104,1.116069000,0.0000
130.94.125.208:40500,<->,80.41.21.72:26956,0,0,1,136,1,136,1.115973000,0.0000
33.233.141.120:4315,<->,111.20.172.70:domain,1,155,0,0,1,155,1.115933000,0.0000
33.233.141.59:59259,<->,111.20.172.70:domain,1,101,0,0,1,101,1.115829000,0.0000
101.224.89.134:lms,<->,111.20.172.70:domain,1,97,0,0,1,97,1.115788000,0.0000
33.233.141.80:4217,<->,111.20.172.70:domain,1,150,0,0,1,150,1.115731000,0.0000
33.233.141.90:essbase,<->,111.20.172.70:domain,1,141,0,0,1,141,1.115500000,0.0000
111.20.168.215:11825,<->,111.20.172.70:domain,1,288,0,0,1,288,1.115435000,0.0000
111.20.168.8:33796,<->,111.20.172.70:domain,1,155,0,0,1,155,1.115391000,0.0000
33.233.141.120:65434,<->,111.20.172.70:domain,1,153,0,0,1,153,1.115382000,0.0000
101.224.89.161:sns-gateway,<->,111.20.172.70:domain,1,105,0,0,1,105,1.115361000,0.0000
129.236.100.84:52891,<->,129.224.112.252:domain,0,0,1,73,1,73,1.115350000,0.0000
33.233.141.120:31977,<->,111.20.172.70:domain,1,104,0,0,1,104,1.115240000,0.0000
111.20.168.13:11861,<->,111.20.172.70:domain,1,106,0,0,1,106,1.115201000,0.0000
100.211.114.205:63857,<->,159.87.104.238:domain,0,0,1,87,1,87,1.115183000,0.0000
33.233.141.94:61608,<->,111.20.172.70:domain,1,147,0,0,1,147,1.115052000,0.0000
33.233.141.59:27757,<->,111.20.172.70:domain,1,81,0,0,1,81,1.114968000,0.0000
101.224.89.128:16307,<->,111.20.172.70:domain,1,97,0,0,1,97,1.114935000,0.0000
39.45.58.107:authentx,<->,131.103.234.27:domain,1,75,0,0,1,75,1.114800000,0.0000
33.233.141.49:34196,<->,111.20.172.70:domain,1,167,0,0,1,167,1.114618000,0.0000
111.20.168.8:39064,<->,111.20.172.70:domain,1,148,0,0,1,148,1.114586000,0.0000
33.233.141.62:47780,<->,111.20.172.70:domain,1,102,0,0,1,102,1.114556000,0.0000
33.233.141.80:52480,<->,111.20.172.70:domain,1,100,0,0,1,100,1.114510000,0.0000
92.160.15.146:19538,<->,129.224.112.252:domain,0,0,1,77,1,77,1.114482000,0.0000
33.233.141.71:11047,<->,111.20.172.70:domain,1,148,0,0,1,148,1.114410000,0.0000
33.233.141.120:18095,<->,111.20.172.70:domain,1,169,0,0,1,169,1.114344000,0.0000
101.224.89.134:25231,<->,111.20.172.70:domain,1,174,0,0,1,174,1.114335000,0.0000
21.15.226.126:55104,<->,20.193.31.101:netbios-ns,0,0,1,82,1,82,1.114296000,0.0000
144.75.218.233:18629,<->,8.222.218.196:domain,1,111,0,0,1,111,1.114235000,0.0000
33.233.141.103:50405,<->,111.20.172.70:domain,1,106,0,0,1,106,1.114082000,0.0000
101.224.89.131:61326,<->,111.20.172.70:domain,1,152,0,0,1,152,1.114008000,0.0000
33.233.141.71:54672,<->,111.20.172.70:domain,1,96,0,0,1,96,1.113996000,0.0000
33.233.141.93:31709,<->,111.20.172.70:domain,1,149,0,0,1,149,1.113904000,0.0000
101.224.89.161:43313,<->,111.20.172.70:domain,1,146,0,0,1,146,1.113852000,0.0000
144.75.218.242:41584,<->,8.222.218.207:domain,1,110,0,0,1,110,1.113574000,0.0000
144.75.218.242:22825,<->,138.127.225.234:domain,1,254,0,0,1,254,1.113517000,0.0000
132.168.197.226:61578,<->,138.127.230.89:domain,1,156,0,0,1,156,1.113382000,0.0000
101.224.89.144:27097,<->,111.20.172.70:domain,1,100,0,0,1,100,1.113366000,0.0000
136.25.188.105:50480,<->,135.88.171.34:domain,1,279,0,0,1,279,1.113355000,0.0000
27.13.70.75:36326,<->,100.95.46.59:28584,0,0,1,52,1,52,1.113104000,0.0000
33.233.141.62:57331,<->,111.20.172.70:domain,1,158,0,0,1,158,1.113013000,0.0000
111.20.168.12:49432,<->,111.20.172.70:domain,1,104,0,0,1,104,1.113009000,0.0000
33.233.141.71:63843,<->,111.20.172.70:domain,1,146,0,0,1,146,1.112909000,0.0000
101.224.89.144:15607,<->,111.20.172.70:domain,1,160,0,0,1,160,1.112491000,0.0000
144.43.70.2:29545,<->,145.242.126.150:domain,0,0,1,76,1,76,1.112434000,0.0000
33.233.141.22:38259,<->,111.20.172.70:domain,1,147,0,0,1,147,1.112374000,0.0000
39.3.89.10:29725,<->,38.69.22.246:domain,1,75,0,0,1,75,1.112281000,0.0000
130.37.102.18:38264,<->,39.214.55.177:domain,0,0,1,86,1,86,1.112274000,0.0000
:::59774,<->,:::domain,1,282,0,0,1,282,1.112271000,0.0000
33.233.141.71:57566,<->,111.20.172.70:domain,1,82,0,0,1,82,1.112205000,0.0000
21.15.226.126:55104,<->,20.193.31.104:netbios-ns,0,0,1,82,1,82,1.112015000,0.0000
33.233.141.84:22994,<->,111.20.172.70:domain,1,143,0,0,1,143,1.112012000,0.0000
33.233.141.19:57894,<->,111.20.172.70:domain,1,143,0,0,1,143,1.111929000,0.0000
101.224.89.247:63764,<->,111.20.172.70:domain,1,109,0,0,1,109,1.111575000,0.0000
92.160.15.146:40664,<->,129.224.112.252:domain,0,0,1,75,1,75,1.111566000,0.0000
8.252.222.18:58944,<->,192.171.13.189:domain,1,139,0,0,1,139,1.111561000,0.0000
101.224.89.247:6204,<->,111.20.172.70:domain,1,148,0,0,1,148,1.111552000,0.0000
8.252.222.166:45844,<->,192.171.13.33:domain,1,155,0,0,1,155,1.111529000,0.0000
92.160.15.146:31429,<->,129.224.112.252:domain,0,0,1,86,1,86,1.111441000,0.0000
33.233.141.39:33600,<->,111.20.172.70:domain,1,293,0,0,1,293,1.111414000,0.0000
111.20.168.154:61295,<->,111.20.172.70:domain,1,95,0,0,1,95,1.111321000,0.0000
111.20.168.8:65342,<->,111.20.172.70:domain,1,96,0,0,1,96,1.111303000,0.0000
33.233.141.103:18760,<->,111.20.172.70:domain,1,147,0,0,1,147,1.111230000,0.0000
101.224.89.145:31002,<->,111.20.172.70:domain,1,96,0,0,1,96,1.111212000,0.0000
33.233.141.90:51130,<->,111.20.172.70:domain,1,103,0,0,1,103,1.111183000,0.0000
111.20.168.12:7665,<->,111.20.172.70:domain,1,155,0,0,1,155,1.111155000,0.0000
215.158.103.219:55738,<->,193.41.156.225:domain,1,810,0,0,1,810,1.111076000,0.0000
38.21.156.204:56633,<->,20.232.228.83:netbios-ns,0,0,1,82,1,82,1.110984000,0.0000
33.233.141.58:53817,<->,111.20.172.70:domain,1,148,0,0,1,148,1.110964000,0.0000
33.233.141.24:array-manager,<->,111.20.172.70:domain,1,140,0,0,1,140,1.110871000,0.0000
33.233.141.24:19150,<->,111.20.172.70:domain,1,153,0,0,1,153,1.110868000,0.0000
33.233.141.62:10983,<->,111.20.172.70:domain,1,101,0,0,1,101,1.110841000,0.0000
33.233.141.57:56750,<->,111.20.172.70:domain,1,201,0,0,1,201,1.110671000,0.0000
92.160.15.146:34008,<->,129.224.112.252:domain,0,0,1,75,1,75,1.110669000,0.0000
33.233.141.24:30735,<->,111.20.172.70:domain,1,108,0,0,1,108,1.110565000,0.0000
80.40.1.240:18808,<->,142.235.117.143:6881,1,62,0,0,1,62,1.110482000,0.0000
33.233.141.71:17488,<->,111.20.172.70:domain,1,94,0,0,1,94,1.110481000,0.0000
92.160.15.146:39827,<->,129.224.112.252:domain,0,0,1,75,1,75,1.110328000,0.0000
33.233.141.8:netiq-ncap,<->,111.20.172.70:domain,1,290,0,0,1,290,1.110084000,0.0000
92.160.15.146:24779,<->,129.224.112.252:domain,0,0,1,78,1,78,1.110042000,0.0000
33.233.141.84:6138,<->,111.20.172.70:domain,1,107,0,0,1,107,1.109974000,0.0000
33.233.141.103:29857,<->,111.20.172.70:domain,1,103,0,0,1,103,1.109908000,0.0000
111.20.168.8:52999,<->,111.20.172.70:domain,1,153,0,0,1,153,1.109853000,0.0000
33.233.141.62:38448,<->,111.20.172.70:domain,1,146,0,0,1,146,1.109852000,0.0000
101.224.89.161:25256,<->,111.20.172.70:domain,1,96,0,0,1,96,1.109786000,0.0000
92.160.15.146:28531,<->,129.224.112.252:domain,0,0,1,75,1,75,1.109436000,0.0000
33.233.141.123:icl-twobase8,<->,111.20.172.70:domain,1,145,0,0,1,145,1.109396000,0.0000
144.75.218.235:62039,<->,8.222.218.198:domain,1,110,0,0,1,110,1.109271000,0.0000
111.20.168.13:48386,<->,111.20.172.70:domain,1,153,0,0,1,153,1.109023000,0.0000
42.78.196.77:49001,<->,92.27.219.182:tcoregagent,0,0,1,170,1,170,1.109021000,0.0000
101.224.89.144:55000,<->,111.20.172.70:domain,1,106,0,0,1,106,1.108920000,0.0000
101.224.89.161:56507,<->,111.20.172.70:domain,1,98,0,0,1,98,1.108879000,0.0000
101.224.89.144:10022,<->,111.20.172.70:domain,1,144,0,0,1,144,1.108676000,0.0000
33.233.141.63:29650,<->,111.20.172.70:domain,1,141,0,0,1,141,1.108576000,0.0000
111.20.168.13:39283,<->,111.20.172.70:domain,1,100,0,0,1,100,1.108557000,0.0000
33.233.141.19:52830,<->,111.20.172.70:domain,1,98,0,0,1,98,1.108456000,0.0000
101.224.89.129:40243,<->,111.20.172.70:domain,1,140,0,0,1,140,1.108327000,0.0000
33.233.141.84:22649,<->,111.20.172.70:domain,1,159,0,0,1,159,1.108064000,0.0000
33.233.141.71:34766,<->,111.20.172.70:domain,1,178,0,0,1,178,1.108000000,0.0000
144.76.43.246:theta-lm,<->,159.69.187.17:domain,0,0,1,80,1,80,1.107971000,0.0000
33.233.141.57:42249,<->,111.20.172.70:domain,1,98,0,0,1,98,1.107900000,0.0000
144.75.218.235:48688,<->,8.222.218.197:domain,1,121,0,0,1,121,1.107741000,0.0000
97.126.26.40:microcom-sbp,<->,53.75.247.118:domain,1,122,0,0,1,122,1.107675000,0.0000
144.75.218.242:60968,<->,8.222.218.204:domain,1,239,0,0,1,239,1.107642000,0.0000
33.233.141.24:48594,<->,111.20.172.70:domain,1,105,0,0,1,105,1.107514000,0.0000
33.233.141.27:28117,<->,111.20.172.70:domain,1,153,0,0,1,153,1.107309000,0.0000
21.15.226.126:55104,<->,20.193.31.111:netbios-ns,0,0,1,82,1,82,1.107300000,0.0000
144.75.218.237:33642,<->,8.222.218.197:domain,1,122,0,0,1,122,1.107034000,0.0000
33.233.141.123:64397,<->,111.20.172.70:domain,1,247,0,0,1,247,1.106861000,0.0000
101.224.89.244:25910,<->,111.20.172.70:domain,1,140,0,0,1,140,1.106800000,0.0000
33.233.141.97:18499,<->,111.20.172.70:domain,1,140,0,0,1,140,1.106797000,0.0000
8.252.222.18:57940,<->,192.171.13.189:domain,1,142,0,0,1,142,1.106697000,0.0000
101.224.89.129:14615,<->,111.20.172.70:domain,1,149,0,0,1,149,1.106679000,0.0000
8.252.222.18:53709,<->,192.171.13.189:domain,1,134,0,0,1,134,1.106616000,0.0000
101.224.89.145:49920,<->,111.20.172.70:domain,1,103,0,0,1,103,1.106571000,0.0000
33.233.141.84:51671,<->,111.20.172.70:domain,1,107,0,0,1,107,1.106447000,0.0000
