frame.number,frame.time,ip.src,ip.dst,ip.proto,frame.len,_ws.col.Info
"328","Apr 22, 2011 13:24:43.360845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"329","Apr 22, 2011 13:24:43.411845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=58015 Win=3592 Len=0"
"330","Apr 22, 2011 13:24:43.444845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=58551 Win=3056 Len=0"
"331","Apr 22, 2011 13:24:43.476845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=58551 Win=3592 Len=0"
"332","Apr 22, 2011 13:24:43.515845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=58551 Win=4128 Len=0"
"333","Apr 22, 2011 13:24:44.061845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","148","[TCP segment of a reassembled PDU]"
"334","Apr 22, 2011 13:24:44.125845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"335","Apr 22, 2011 13:24:44.133845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=58645 Win=4034 Len=0"
"336","Apr 22, 2011 13:24:44.199845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=59181 Win=3498 Len=0"
"337","Apr 22, 2011 13:24:44.236845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=59181 Win=4128 Len=0"
"338","Apr 22, 2011 13:24:44.735845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"339","Apr 22, 2011 13:24:44.799845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"340","Apr 22, 2011 13:24:44.817845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=59717 Win=3592 Len=0"
"341","Apr 22, 2011 13:24:44.849845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=59717 Win=4128 Len=0"
"342","Apr 22, 2011 13:24:44.883845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=60253 Win=3592 Len=0"
"343","Apr 22, 2011 13:24:44.917845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=60253 Win=4128 Len=0"
"344","Apr 22, 2011 13:24:46.400845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"345","Apr 22, 2011 13:24:46.464845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=60789 Win=3592 Len=0"
"346","Apr 22, 2011 13:24:46.503845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=60789 Win=4128 Len=0"
"347","Apr 22, 2011 13:24:47.186845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"348","Apr 22, 2011 13:24:47.305845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=61325 Win=3592 Len=0"
"349","Apr 22, 2011 13:24:47.346845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=61325 Win=4128 Len=0"
"350","Apr 22, 2011 13:24:48.865845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"351","Apr 22, 2011 13:24:48.964845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=61861 Win=3592 Len=0"
"352","Apr 22, 2011 13:24:48.999845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=61861 Win=4128 Len=0"
"353","Apr 22, 2011 13:24:49.703845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"354","Apr 22, 2011 13:24:49.792845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=62397 Win=3592 Len=0"
"355","Apr 22, 2011 13:24:49.830845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=62397 Win=4128 Len=0"
"356","Apr 22, 2011 13:24:51.156845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","142","[TCP segment of a reassembled PDU]"
"357","Apr 22, 2011 13:24:51.219845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","511","[TCP segment of a reassembled PDU]"
"358","Apr 22, 2011 13:24:51.253845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=62485 Win=4040 Len=0"
"359","Apr 22, 2011 13:24:51.327845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=62942 Win=3583 Len=0"
"360","Apr 22, 2011 13:24:51.365845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=62942 Win=4128 Len=0"
"361","Apr 22, 2011 13:24:52.753845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","109","[TCP segment of a reassembled PDU]"
"362","Apr 22, 2011 13:24:52.818845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"363","Apr 22, 2011 13:24:52.832845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=62997 Win=4073 Len=0"
"364","Apr 22, 2011 13:24:52.859845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=63533 Win=3537 Len=0"
"365","Apr 22, 2011 13:24:52.901845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=63533 Win=4128 Len=0"
"366","Apr 22, 2011 13:24:53.604845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","553","[TCP segment of a reassembled PDU]"
"367","Apr 22, 2011 13:24:53.678845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=64032 Win=3629 Len=0"
"368","Apr 22, 2011 13:24:55.305845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"369","Apr 22, 2011 13:24:55.416845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=64568 Win=3093 Len=0"
"370","Apr 22, 2011 13:24:55.454845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=64568 Win=4128 Len=0"
"371","Apr 22, 2011 13:24:56.146845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"372","Apr 22, 2011 13:24:56.202845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"373","Apr 22, 2011 13:24:56.259845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=65104 Win=3592 Len=0"
"374","Apr 22, 2011 13:24:56.297845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=65640 Win=3056 Len=0"
"375","Apr 22, 2011 13:24:56.337845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=65640 Win=3592 Len=0"
"376","Apr 22, 2011 13:24:56.373845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=65640 Win=4128 Len=0"
"377","Apr 22, 2011 13:24:57.557845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"378","Apr 22, 2011 13:24:57.578845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=66176 Win=3592 Len=0"
"379","Apr 22, 2011 13:24:57.616845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=66176 Win=4128 Len=0"
"380","Apr 22, 2011 13:24:59.967845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"381","Apr 22, 2011 13:25:00.017845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"382","Apr 22, 2011 13:25:00.093845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=66712 Win=3592 Len=0"
"383","Apr 22, 2011 13:25:00.126845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=67248 Win=3056 Len=0"
"384","Apr 22, 2011 13:25:00.159845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=67248 Win=3592 Len=0"
"385","Apr 22, 2011 13:25:00.193845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=67248 Win=4128 Len=0"
"386","Apr 22, 2011 13:25:00.761845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"387","Apr 22, 2011 13:25:00.814845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"388","Apr 22, 2011 13:25:00.861845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=67784 Win=3592 Len=0"
"389","Apr 22, 2011 13:25:00.895845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=68320 Win=3056 Len=0"
"390","Apr 22, 2011 13:25:00.932845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=68320 Win=3592 Len=0"
"391","Apr 22, 2011 13:25:00.970845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=68320 Win=4128 Len=0"
"392","Apr 22, 2011 13:25:01.584845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"393","Apr 22, 2011 13:25:01.658845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=68856 Win=3592 Len=0"
"394","Apr 22, 2011 13:25:01.678845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=68856 Win=4128 Len=0"
"395","Apr 22, 2011 13:25:04.818845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"396","Apr 22, 2011 13:25:04.877845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"397","Apr 22, 2011 13:25:04.890845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=69392 Win=3592 Len=0"
"398","Apr 22, 2011 13:25:04.926845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=69928 Win=3056 Len=0"
"399","Apr 22, 2011 13:25:04.968845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=69928 Win=3592 Len=0"
"400","Apr 22, 2011 13:25:05.011845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=69928 Win=4128 Len=0"
"401","Apr 22, 2011 13:25:05.588845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","587","[TCP segment of a reassembled PDU]"
"402","Apr 22, 2011 13:25:05.661845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=70461 Win=3595 Len=0"
"403","Apr 22, 2011 13:25:07.166845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"404","Apr 22, 2011 13:25:07.249845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=70997 Win=3059 Len=0"
"405","Apr 22, 2011 13:25:07.291845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=70997 Win=4128 Len=0"
"406","Apr 22, 2011 13:25:08.018845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"407","Apr 22, 2011 13:25:08.069845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"408","Apr 22, 2011 13:25:08.131845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=71533 Win=3592 Len=0"
"409","Apr 22, 2011 13:25:08.175845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=72069 Win=3056 Len=0"
"410","Apr 22, 2011 13:25:08.231845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=72069 Win=3592 Len=0"
"411","Apr 22, 2011 13:25:08.265845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=72069 Win=4128 Len=0"
"412","Apr 22, 2011 13:25:08.821845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"413","Apr 22, 2011 13:25:08.881845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"414","Apr 22, 2011 13:25:08.890845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=72605 Win=3592 Len=0"
"415","Apr 22, 2011 13:25:08.917845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=72605 Win=4128 Len=0"
"416","Apr 22, 2011 13:25:08.970845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=73141 Win=3592 Len=0"
"417","Apr 22, 2011 13:25:08.995845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=73141 Win=4128 Len=0"
"418","Apr 22, 2011 13:25:09.589845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"419","Apr 22, 2011 13:25:09.668845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=73677 Win=3592 Len=0"
"420","Apr 22, 2011 13:25:09.710845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=73677 Win=4128 Len=0"
"421","Apr 22, 2011 13:25:10.367845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"422","Apr 22, 2011 13:25:10.420845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"423","Apr 22, 2011 13:25:10.482845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=74213 Win=3592 Len=0"
"424","Apr 22, 2011 13:25:10.519845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=74749 Win=3056 Len=0"
"425","Apr 22, 2011 13:25:10.562845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=74749 Win=3592 Len=0"
"426","Apr 22, 2011 13:25:10.610845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=74749 Win=4128 Len=0"
"427","Apr 22, 2011 13:25:11.160845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"428","Apr 22, 2011 13:25:11.221845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"429","Apr 22, 2011 13:25:11.232845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=75285 Win=3592 Len=0"
"430","Apr 22, 2011 13:25:11.300845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=75285 Win=4128 Len=0"
"431","Apr 22, 2011 13:25:11.335845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=75821 Win=3592 Len=0"
"432","Apr 22, 2011 13:25:11.376845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=75821 Win=4128 Len=0"
"433","Apr 22, 2011 13:25:11.958845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"434","Apr 22, 2011 13:25:12.050845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=76357 Win=3592 Len=0"
"435","Apr 22, 2011 13:25:12.089845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=76357 Win=4128 Len=0"
"436","Apr 22, 2011 13:25:12.774845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"437","Apr 22, 2011 13:25:12.864845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=76893 Win=3592 Len=0"
"438","Apr 22, 2011 13:25:12.881845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=76893 Win=4128 Len=0"
"439","Apr 22, 2011 13:25:14.367845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"440","Apr 22, 2011 13:25:14.417845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"441","Apr 22, 2011 13:25:14.483845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=77429 Win=3592 Len=0"
"442","Apr 22, 2011 13:25:14.516845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=77965 Win=3056 Len=0"
"443","Apr 22, 2011 13:25:14.549845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=77965 Win=3592 Len=0"
"444","Apr 22, 2011 13:25:14.584845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=77965 Win=4128 Len=0"
"445","Apr 22, 2011 13:25:15.173845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","190","[TCP segment of a reassembled PDU]"
"446","Apr 22, 2011 13:25:15.231845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"447","Apr 22, 2011 13:25:15.242845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=78101 Win=3992 Len=0"
"448","Apr 22, 2011 13:25:15.281845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=78637 Win=3456 Len=0"
"449","Apr 22, 2011 13:25:15.315845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=78637 Win=4128 Len=0"
"450","Apr 22, 2011 13:25:16.020845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","456","[TCP segment of a reassembled PDU]"
"451","Apr 22, 2011 13:25:16.147845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=79039 Win=3726 Len=0"
"452","Apr 22, 2011 13:25:17.673845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","524","[TCP segment of a reassembled PDU]"
"453","Apr 22, 2011 13:25:17.742845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"454","Apr 22, 2011 13:25:17.788845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=79509 Win=3256 Len=0"
"455","Apr 22, 2011 13:25:17.837845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=80045 Win=2720 Len=0"
"456","Apr 22, 2011 13:25:17.859845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=80045 Win=3592 Len=0"
"457","Apr 22, 2011 13:25:17.902845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=80045 Win=4128 Len=0"
"458","Apr 22, 2011 13:25:18.424845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"459","Apr 22, 2011 13:25:18.525845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=80581 Win=3592 Len=0"
"460","Apr 22, 2011 13:25:18.560845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=80581 Win=4128 Len=0"
"461","Apr 22, 2011 13:25:19.961845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"462","Apr 22, 2011 13:25:20.041845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=81117 Win=3592 Len=0"
"463","Apr 22, 2011 13:25:20.087845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=81117 Win=4128 Len=0"
"464","Apr 22, 2011 13:25:20.771845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"465","Apr 22, 2011 13:25:20.821845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"466","Apr 22, 2011 13:25:20.842845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=81653 Win=3592 Len=0"
"467","Apr 22, 2011 13:25:20.875845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=82189 Win=3056 Len=0"
"468","Apr 22, 2011 13:25:20.908845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=82189 Win=3592 Len=0"
"469","Apr 22, 2011 13:25:20.942845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=82189 Win=4128 Len=0"
"470","Apr 22, 2011 13:25:22.388845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"471","Apr 22, 2011 13:25:22.423845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=82725 Win=3592 Len=0"
"472","Apr 22, 2011 13:25:22.456845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=82725 Win=4128 Len=0"
"473","Apr 22, 2011 13:25:23.173845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"474","Apr 22, 2011 13:25:23.222845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","192","HTTP/1.1 200 OK "
"475","Apr 22, 2011 13:25:23.248845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=83261 Win=3592 Len=0"
"476","Apr 22, 2011 13:25:23.281845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=83400 Win=3592 Len=0"
"477","Apr 22, 2011 13:25:23.314845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=83400 Win=3454 Len=0"
"478","Apr 22, 2011 13:25:23.341845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [FIN, PSH, ACK, ECN] Seq=162 Ack=83400 Win=3454 Len=0"
"479","Apr 22, 2011 13:25:23.923845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","54","80→46557 [ACK] Seq=83400 Ack=163 Win=3967 Len=0"
